Year,Month,Mdate,Sensor_ID,Hourly_Counts,sensor_description,sensor_name
2009,6,20,12,6046,New Quay,NewQ_T
2009,6,21,4,32259,Town Hall (West),Swa123_T
2009,6,21,1,21432,Bourke Street Mall (North),Bou292_T
2009,6,21,3,20545,Melbourne Central,Swa295_T
2009,6,21,5,18779,Princes Bridge,PriNW_T
2009,6,21,2,15157,Bourke Street Mall (South),Bou283_T
2009,6,21,6,13662,Flinders Street Station Underpass,FliS_T
2009,6,21,15,11496,State Library,QV_T
2009,6,21,16,9781,Australia on Collins,Col270_T
2009,6,21,14,5427,Sandridge Bridge,SanBri_T
2009,6,21,12,4201,New Quay,NewQ_T
2009,6,22,4,31167,Town Hall (West),Swa123_T
2009,6,22,13,25220,Flagstaff Station,Wil277_T
2009,6,22,1,24833,Bourke Street Mall (North),Bou292_T
2009,6,22,6,24827,Flinders Street Station Underpass,FliS_T
2009,6,22,5,24108,Princes Bridge,PriNW_T
2009,6,22,3,23231,Melbourne Central,Swa295_T
2009,6,22,2,18843,Bourke Street Mall (South),Bou283_T
2009,6,22,16,17373,Australia on Collins,Col270_T
2009,6,22,15,15732,State Library,QV_T
2009,6,22,17,13733,Collins Place (South),Col15_T
2009,6,23,4,29142,Town Hall (West),Swa123_T
2009,6,23,13,25448,Flagstaff Station,Wil277_T
2009,6,23,1,24294,Bourke Street Mall (North),Bou292_T
2009,6,23,6,24035,Flinders Street Station Underpass,FliS_T
2009,6,23,3,22460,Melbourne Central,Swa295_T
2009,6,23,5,19947,Princes Bridge,PriNW_T
2009,6,23,2,17423,Bourke Street Mall (South),Bou283_T
2009,6,23,16,16820,Australia on Collins,Col270_T
2009,6,23,17,14638,Collins Place (South),Col15_T
2009,6,23,15,14480,State Library,QV_T
2009,6,24,4,34101,Town Hall (West),Swa123_T
2009,6,24,1,27363,Bourke Street Mall (North),Bou292_T
2009,6,24,3,25769,Melbourne Central,Swa295_T
2009,6,24,6,25690,Flinders Street Station Underpass,FliS_T
2009,6,24,13,24642,Flagstaff Station,Wil277_T
2009,6,24,5,24426,Princes Bridge,PriNW_T
2009,6,24,2,20140,Bourke Street Mall (South),Bou283_T
2009,6,24,16,18248,Australia on Collins,Col270_T
2009,6,24,15,16542,State Library,QV_T
2009,6,24,17,14759,Collins Place (South),Col15_T
2009,6,25,4,35965,Town Hall (West),Swa123_T
2009,6,25,1,28586,Bourke Street Mall (North),Bou292_T
2009,6,25,3,26716,Melbourne Central,Swa295_T
2009,6,25,6,25774,Flinders Street Station Underpass,FliS_T
2009,6,25,13,24874,Flagstaff Station,Wil277_T
2009,6,25,5,22520,Princes Bridge,PriNW_T
2009,6,25,2,21821,Bourke Street Mall (South),Bou283_T
2009,6,25,16,18836,Australia on Collins,Col270_T
2009,6,25,15,15996,State Library,QV_T
2009,6,25,17,15198,Collins Place (South),Col15_T
2009,6,26,4,44647,Town Hall (West),Swa123_T
2009,6,26,1,35963,Bourke Street Mall (North),Bou292_T
2009,6,26,3,33731,Melbourne Central,Swa295_T
2009,6,26,6,29009,Flinders Street Station Underpass,FliS_T
2009,6,26,5,27420,Princes Bridge,PriNW_T
2009,6,26,2,26291,Bourke Street Mall (South),Bou283_T
2009,6,26,13,22935,Flagstaff Station,Wil277_T
2009,6,26,16,21082,Australia on Collins,Col270_T
2009,6,26,15,20134,State Library,QV_T
2009,6,26,17,15308,Collins Place (South),Col15_T
2009,6,27,4,37455,Town Hall (West),Swa123_T
2009,6,27,3,28991,Melbourne Central,Swa295_T
2009,6,27,1,27110,Bourke Street Mall (North),Bou292_T
2009,6,27,5,25524,Princes Bridge,PriNW_T
2009,6,27,2,20320,Bourke Street Mall (South),Bou283_T
2009,6,27,6,18673,Flinders Street Station Underpass,FliS_T
2009,6,27,15,14629,State Library,QV_T
2009,6,27,16,13613,Australia on Collins,Col270_T
2009,6,27,14,7088,Sandridge Bridge,SanBri_T
2009,6,27,12,5995,New Quay,NewQ_T
2009,6,28,4,29937,Town Hall (West),Swa123_T
2009,6,28,5,24874,Princes Bridge,PriNW_T
2009,6,28,3,23302,Melbourne Central,Swa295_T
2009,6,28,1,22064,Bourke Street Mall (North),Bou292_T
2009,6,28,6,16260,Flinders Street Station Underpass,FliS_T
2009,6,28,2,15576,Bourke Street Mall (South),Bou283_T
2009,6,28,15,12398,State Library,QV_T
2009,6,28,16,10038,Australia on Collins,Col270_T
2009,6,28,12,7934,New Quay,NewQ_T
2009,6,28,14,6660,Sandridge Bridge,SanBri_T
2009,6,29,4,33907,Town Hall (West),Swa123_T
2009,6,29,1,27383,Bourke Street Mall (North),Bou292_T
2009,6,29,3,26350,Melbourne Central,Swa295_T
2009,6,29,6,25498,Flinders Street Station Underpass,FliS_T
2009,6,29,13,23612,Flagstaff Station,Wil277_T
2009,6,29,2,21028,Bourke Street Mall (South),Bou283_T
2009,6,29,5,20994,Princes Bridge,PriNW_T
2009,6,29,16,17644,Australia on Collins,Col270_T
2009,6,29,15,15622,State Library,QV_T
2009,6,29,17,13486,Collins Place (South),Col15_T
2009,6,30,4,33489,Town Hall (West),Swa123_T
2009,6,30,1,26575,Bourke Street Mall (North),Bou292_T
2009,6,30,3,25819,Melbourne Central,Swa295_T
2009,6,30,13,24759,Flagstaff Station,Wil277_T
2009,6,30,6,24654,Flinders Street Station Underpass,FliS_T
2009,6,30,5,20699,Princes Bridge,PriNW_T
2009,6,30,2,19795,Bourke Street Mall (South),Bou283_T
2009,6,30,16,17608,Australia on Collins,Col270_T
2009,6,30,15,15022,State Library,QV_T
2009,6,30,17,13865,Collins Place (South),Col15_T
2009,7,1,4,36977,Town Hall (West),Swa123_T
2009,7,1,2,28358,Bourke Street Mall (South),Bou283_T
2009,7,1,6,25152,Flinders Street Station Underpass,FliS_T
2009,7,1,3,25015,Melbourne Central,Swa295_T
2009,7,1,5,24709,Princes Bridge,PriNW_T
2009,7,1,13,23109,Flagstaff Station,Wil277_T
2009,7,1,1,20052,Bourke Street Mall (North),Bou292_T
2009,7,1,16,17563,Australia on Collins,Col270_T
2009,7,1,15,15701,State Library,QV_T
2009,7,1,17,13357,Collins Place (South),Col15_T
2009,7,2,4,33516,Town Hall (West),Swa123_T
2009,7,2,2,28183,Bourke Street Mall (South),Bou283_T
2009,7,2,6,24810,Flinders Street Station Underpass,FliS_T
2009,7,2,13,23543,Flagstaff Station,Wil277_T
2009,7,2,3,23176,Melbourne Central,Swa295_T
2009,7,2,5,22184,Princes Bridge,PriNW_T
2009,7,2,1,20413,Bourke Street Mall (North),Bou292_T
2009,7,2,16,18163,Australia on Collins,Col270_T
2009,7,2,15,14772,State Library,QV_T
2009,7,2,17,13252,Collins Place (South),Col15_T
2009,7,3,4,41585,Town Hall (West),Swa123_T
2009,7,3,2,35808,Bourke Street Mall (South),Bou283_T
2009,7,3,3,28618,Melbourne Central,Swa295_T
2009,7,3,6,27531,Flinders Street Station Underpass,FliS_T
2009,7,3,5,25872,Princes Bridge,PriNW_T
2009,7,3,1,24996,Bourke Street Mall (North),Bou292_T
2009,7,3,13,22042,Flagstaff Station,Wil277_T
2009,7,3,16,20350,Australia on Collins,Col270_T
2009,7,3,15,17061,State Library,QV_T
2009,7,3,17,13765,Collins Place (South),Col15_T
2009,7,4,4,37538,Town Hall (West),Swa123_T
2009,7,4,2,27318,Bourke Street Mall (South),Bou283_T
2009,7,4,3,25499,Melbourne Central,Swa295_T
2009,7,4,5,23494,Princes Bridge,PriNW_T
2009,7,4,1,19937,Bourke Street Mall (North),Bou292_T
2009,7,4,6,18294,Flinders Street Station Underpass,FliS_T
2009,7,4,16,14127,Australia on Collins,Col270_T
2009,7,4,15,13750,State Library,QV_T
2009,7,4,14,6924,Sandridge Bridge,SanBri_T
2009,7,4,12,5534,New Quay,NewQ_T
2009,7,5,4,33716,Town Hall (West),Swa123_T
2009,7,5,2,21625,Bourke Street Mall (South),Bou283_T
2009,7,5,5,21272,Princes Bridge,PriNW_T
2009,7,5,3,20825,Melbourne Central,Swa295_T
2009,7,5,6,15698,Flinders Street Station Underpass,FliS_T
2009,7,5,1,15595,Bourke Street Mall (North),Bou292_T
2009,7,5,15,11630,State Library,QV_T
2009,7,5,16,10188,Australia on Collins,Col270_T
2009,7,5,12,8247,New Quay,NewQ_T
2009,7,5,14,5923,Sandridge Bridge,SanBri_T
2009,7,6,4,34884,Town Hall (West),Swa123_T
2009,7,6,2,27738,Bourke Street Mall (South),Bou283_T
2009,7,6,6,25878,Flinders Street Station Underpass,FliS_T
2009,7,6,3,24052,Melbourne Central,Swa295_T
2009,7,6,13,22543,Flagstaff Station,Wil277_T
2009,7,6,5,21987,Princes Bridge,PriNW_T
2009,7,6,1,19615,Bourke Street Mall (North),Bou292_T
2009,7,6,16,18010,Australia on Collins,Col270_T
2009,7,6,15,15216,State Library,QV_T
2009,7,6,17,12632,Collins Place (South),Col15_T
2009,7,7,4,35796,Town Hall (West),Swa123_T
2009,7,7,6,28397,Flinders Street Station Underpass,FliS_T
2009,7,7,2,28119,Bourke Street Mall (South),Bou283_T
2009,7,7,3,27106,Melbourne Central,Swa295_T
2009,7,7,5,24497,Princes Bridge,PriNW_T
2009,7,7,13,23328,Flagstaff Station,Wil277_T
2009,7,7,1,20989,Bourke Street Mall (North),Bou292_T
2009,7,7,15,18169,State Library,QV_T
2009,7,7,16,17546,Australia on Collins,Col270_T
2009,7,7,17,13215,Collins Place (South),Col15_T
2009,7,8,4,37432,Town Hall (West),Swa123_T
2009,7,8,5,29668,Princes Bridge,PriNW_T
2009,7,8,2,29507,Bourke Street Mall (South),Bou283_T
2009,7,8,6,28747,Flinders Street Station Underpass,FliS_T
2009,7,8,3,27420,Melbourne Central,Swa295_T
2009,7,8,13,22737,Flagstaff Station,Wil277_T
2009,7,8,1,21918,Bourke Street Mall (North),Bou292_T
2009,7,8,16,19124,Australia on Collins,Col270_T
2009,7,8,15,17836,State Library,QV_T
2009,7,8,17,13565,Collins Place (South),Col15_T
2009,7,9,4,38765,Town Hall (West),Swa123_T
2009,7,9,2,32322,Bourke Street Mall (South),Bou283_T
2009,7,9,6,29535,Flinders Street Station Underpass,FliS_T
2009,7,9,3,28785,Melbourne Central,Swa295_T
2009,7,9,5,26890,Princes Bridge,PriNW_T
2009,7,9,1,23314,Bourke Street Mall (North),Bou292_T
2009,7,9,13,22954,Flagstaff Station,Wil277_T
2009,7,9,16,20322,Australia on Collins,Col270_T
2009,7,9,15,17764,State Library,QV_T
2009,7,9,17,13413,Collins Place (South),Col15_T
2009,7,10,4,43808,Town Hall (West),Swa123_T
2009,7,10,2,37603,Bourke Street Mall (South),Bou283_T
2009,7,10,3,31445,Melbourne Central,Swa295_T
2009,7,10,6,29640,Flinders Street Station Underpass,FliS_T
2009,7,10,5,29277,Princes Bridge,PriNW_T
2009,7,10,1,27241,Bourke Street Mall (North),Bou292_T
2009,7,10,16,21941,Australia on Collins,Col270_T
2009,7,10,13,21551,Flagstaff Station,Wil277_T
2009,7,10,15,19101,State Library,QV_T
2009,7,10,17,13286,Collins Place (South),Col15_T
2009,7,11,4,32571,Town Hall (West),Swa123_T
2009,7,11,2,26002,Bourke Street Mall (South),Bou283_T
2009,7,11,3,23355,Melbourne Central,Swa295_T
2009,7,11,5,21777,Princes Bridge,PriNW_T
2009,7,11,1,17360,Bourke Street Mall (North),Bou292_T
2009,7,11,6,16197,Flinders Street Station Underpass,FliS_T
2009,7,11,16,13083,Australia on Collins,Col270_T
2009,7,11,15,11787,State Library,QV_T
2009,7,11,14,6213,Sandridge Bridge,SanBri_T
2009,7,11,17,3546,Collins Place (South),Col15_T
2009,7,12,4,28583,Town Hall (West),Swa123_T
2009,7,12,5,23116,Princes Bridge,PriNW_T
2009,7,12,3,22095,Melbourne Central,Swa295_T
2009,7,12,2,20907,Bourke Street Mall (South),Bou283_T
2009,7,12,6,15449,Flinders Street Station Underpass,FliS_T
2009,7,12,1,15257,Bourke Street Mall (North),Bou292_T
2009,7,12,15,12670,State Library,QV_T
2009,7,12,16,10201,Australia on Collins,Col270_T
2009,7,12,14,6422,Sandridge Bridge,SanBri_T
2009,7,12,12,5502,New Quay,NewQ_T
2009,7,13,4,30672,Town Hall (West),Swa123_T
2009,7,13,2,25115,Bourke Street Mall (South),Bou283_T
2009,7,13,13,24927,Flagstaff Station,Wil277_T
2009,7,13,6,24009,Flinders Street Station Underpass,FliS_T
2009,7,13,3,22091,Melbourne Central,Swa295_T
2009,7,13,5,19414,Princes Bridge,PriNW_T
2009,7,13,1,17712,Bourke Street Mall (North),Bou292_T
2009,7,13,16,16813,Australia on Collins,Col270_T
2009,7,13,15,15021,State Library,QV_T
2009,7,13,17,13073,Collins Place (South),Col15_T
2009,7,14,4,32214,Town Hall (West),Swa123_T
2009,7,14,13,25546,Flagstaff Station,Wil277_T
2009,7,14,2,25168,Bourke Street Mall (South),Bou283_T
2009,7,14,6,25141,Flinders Street Station Underpass,FliS_T
2009,7,14,3,24680,Melbourne Central,Swa295_T
2009,7,14,5,20412,Princes Bridge,PriNW_T
2009,7,14,1,18253,Bourke Street Mall (North),Bou292_T
2009,7,14,16,18044,Australia on Collins,Col270_T
2009,7,14,15,15833,State Library,QV_T
2009,7,14,17,13420,Collins Place (South),Col15_T
2009,7,15,4,34705,Town Hall (West),Swa123_T
2009,7,15,2,27093,Bourke Street Mall (South),Bou283_T
2009,7,15,6,26707,Flinders Street Station Underpass,FliS_T
2009,7,15,3,25783,Melbourne Central,Swa295_T
2009,7,15,5,25117,Princes Bridge,PriNW_T
2009,7,15,13,24735,Flagstaff Station,Wil277_T
2009,7,15,1,19661,Bourke Street Mall (North),Bou292_T
2009,7,15,16,18709,Australia on Collins,Col270_T
2009,7,15,15,17042,State Library,QV_T
2009,7,15,17,13956,Collins Place (South),Col15_T
2009,7,16,4,36096,Town Hall (West),Swa123_T
2009,7,16,2,28601,Bourke Street Mall (South),Bou283_T
2009,7,16,3,27912,Melbourne Central,Swa295_T
2009,7,16,6,26924,Flinders Street Station Underpass,FliS_T
2009,7,16,5,25732,Princes Bridge,PriNW_T
2009,7,16,13,23678,Flagstaff Station,Wil277_T
2009,7,16,1,20505,Bourke Street Mall (North),Bou292_T
2009,7,16,16,20079,Australia on Collins,Col270_T
2009,7,16,15,18659,State Library,QV_T
2009,7,16,17,14319,Collins Place (South),Col15_T
2009,7,17,4,41327,Town Hall (West),Swa123_T
2009,7,17,2,35388,Bourke Street Mall (South),Bou283_T
2009,7,17,3,32348,Melbourne Central,Swa295_T
2009,7,17,6,29554,Flinders Street Station Underpass,FliS_T
2009,7,17,5,27032,Princes Bridge,PriNW_T
2009,7,17,1,26137,Bourke Street Mall (North),Bou292_T
2009,7,17,13,23243,Flagstaff Station,Wil277_T
2009,7,17,16,22020,Australia on Collins,Col270_T
2009,7,17,15,20623,State Library,QV_T
2009,7,17,17,14002,Collins Place (South),Col15_T
2009,7,18,4,35397,Town Hall (West),Swa123_T
2009,7,18,3,28726,Melbourne Central,Swa295_T
2009,7,18,2,27593,Bourke Street Mall (South),Bou283_T
2009,7,18,5,23822,Princes Bridge,PriNW_T
2009,7,18,1,19542,Bourke Street Mall (North),Bou292_T
2009,7,18,6,18447,Flinders Street Station Underpass,FliS_T
2009,7,18,15,15108,State Library,QV_T
2009,7,18,16,14212,Australia on Collins,Col270_T
2009,7,18,14,7249,Sandridge Bridge,SanBri_T
2009,7,18,12,5376,New Quay,NewQ_T
2009,7,19,4,36860,Town Hall (West),Swa123_T
2009,7,19,5,24211,Princes Bridge,PriNW_T
2009,7,19,3,24209,Melbourne Central,Swa295_T
2009,7,19,2,23428,Bourke Street Mall (South),Bou283_T
2009,7,19,6,16407,Flinders Street Station Underpass,FliS_T
2009,7,19,1,16096,Bourke Street Mall (North),Bou292_T
2009,7,19,15,15359,State Library,QV_T
2009,7,19,16,12965,Australia on Collins,Col270_T
2009,7,19,12,7827,New Quay,NewQ_T
2009,7,19,11,7470,Waterfront City,WatCit_T
2009,7,20,4,33179,Town Hall (West),Swa123_T
2009,7,20,2,29016,Bourke Street Mall (South),Bou283_T
2009,7,20,3,27549,Melbourne Central,Swa295_T
2009,7,20,6,25837,Flinders Street Station Underpass,FliS_T
2009,7,20,13,25139,Flagstaff Station,Wil277_T
2009,7,20,5,20709,Princes Bridge,PriNW_T
2009,7,20,15,19431,State Library,QV_T
2009,7,20,16,16716,Australia on Collins,Col270_T
2009,7,20,1,14644,Bourke Street Mall (North),Bou292_T
2009,7,20,17,12899,Collins Place (South),Col15_T
2009,7,21,4,33195,Town Hall (West),Swa123_T
2009,7,21,3,28463,Melbourne Central,Swa295_T
2009,7,21,2,28454,Bourke Street Mall (South),Bou283_T
2009,7,21,6,25646,Flinders Street Station Underpass,FliS_T
2009,7,21,13,25293,Flagstaff Station,Wil277_T
2009,7,21,5,20506,Princes Bridge,PriNW_T
2009,7,21,15,19693,State Library,QV_T
2009,7,21,16,17220,Australia on Collins,Col270_T
2009,7,21,1,14520,Bourke Street Mall (North),Bou292_T
2009,7,21,17,13517,Collins Place (South),Col15_T
2009,7,22,4,31896,Town Hall (West),Swa123_T
2009,7,22,2,25855,Bourke Street Mall (South),Bou283_T
2009,7,22,13,25583,Flagstaff Station,Wil277_T
2009,7,22,6,24778,Flinders Street Station Underpass,FliS_T
2009,7,22,3,24107,Melbourne Central,Swa295_T
2009,7,22,5,22194,Princes Bridge,PriNW_T
2009,7,22,15,17391,State Library,QV_T
2009,7,22,16,17116,Australia on Collins,Col270_T
2009,7,22,1,17045,Bourke Street Mall (North),Bou292_T
2009,7,22,17,13750,Collins Place (South),Col15_T
2009,7,23,4,35664,Town Hall (West),Swa123_T
2009,7,23,2,28354,Bourke Street Mall (South),Bou283_T
2009,7,23,3,27478,Melbourne Central,Swa295_T
2009,7,23,6,26610,Flinders Street Station Underpass,FliS_T
2009,7,23,13,25278,Flagstaff Station,Wil277_T
2009,7,23,5,22649,Princes Bridge,PriNW_T
2009,7,23,1,20385,Bourke Street Mall (North),Bou292_T
2009,7,23,15,19424,State Library,QV_T
2009,7,23,16,18259,Australia on Collins,Col270_T
2009,7,23,17,14182,Collins Place (South),Col15_T
2009,7,24,4,43217,Town Hall (West),Swa123_T
2009,7,24,2,35728,Bourke Street Mall (South),Bou283_T
2009,7,24,3,32614,Melbourne Central,Swa295_T
2009,7,24,6,30485,Flinders Street Station Underpass,FliS_T
2009,7,24,5,28428,Princes Bridge,PriNW_T
2009,7,24,1,26225,Bourke Street Mall (North),Bou292_T
2009,7,24,13,24033,Flagstaff Station,Wil277_T
2009,7,24,16,21919,Australia on Collins,Col270_T
2009,7,24,15,20530,State Library,QV_T
2009,7,24,17,15007,Collins Place (South),Col15_T
2009,7,25,4,37693,Town Hall (West),Swa123_T
2009,7,25,3,29330,Melbourne Central,Swa295_T
2009,7,25,2,28950,Bourke Street Mall (South),Bou283_T
2009,7,25,5,25762,Princes Bridge,PriNW_T
2009,7,25,1,21134,Bourke Street Mall (North),Bou292_T
2009,7,25,6,20483,Flinders Street Station Underpass,FliS_T
2009,7,25,16,15640,Australia on Collins,Col270_T
2009,7,25,15,15237,State Library,QV_T
2009,7,25,14,8360,Sandridge Bridge,SanBri_T
2009,7,25,12,6062,New Quay,NewQ_T
2009,7,26,4,31405,Town Hall (West),Swa123_T
2009,7,26,5,23142,Princes Bridge,PriNW_T
2009,7,26,3,22692,Melbourne Central,Swa295_T
2009,7,26,2,21770,Bourke Street Mall (South),Bou283_T
2009,7,26,6,17309,Flinders Street Station Underpass,FliS_T
2009,7,26,1,15291,Bourke Street Mall (North),Bou292_T
2009,7,26,15,12940,State Library,QV_T
2009,7,26,16,10151,Australia on Collins,Col270_T
2009,7,26,14,7102,Sandridge Bridge,SanBri_T
2009,7,26,11,6426,Waterfront City,WatCit_T
2009,7,27,4,34519,Town Hall (West),Swa123_T
2009,7,27,3,26055,Melbourne Central,Swa295_T
2009,7,27,6,25626,Flinders Street Station Underpass,FliS_T
2009,7,27,13,25293,Flagstaff Station,Wil277_T
2009,7,27,2,24284,Bourke Street Mall (South),Bou283_T
2009,7,27,5,24047,Princes Bridge,PriNW_T
2009,7,27,15,18172,State Library,QV_T
2009,7,27,1,17372,Bourke Street Mall (North),Bou292_T
2009,7,27,16,16009,Australia on Collins,Col270_T
2009,7,27,17,13401,Collins Place (South),Col15_T
2009,7,28,4,32720,Town Hall (West),Swa123_T
2009,7,28,3,26830,Melbourne Central,Swa295_T
2009,7,28,6,25798,Flinders Street Station Underpass,FliS_T
2009,7,28,13,25561,Flagstaff Station,Wil277_T
2009,7,28,2,25436,Bourke Street Mall (South),Bou283_T
2009,7,28,5,21003,Princes Bridge,PriNW_T
2009,7,28,15,19203,State Library,QV_T
2009,7,28,16,16875,Australia on Collins,Col270_T
2009,7,28,1,16484,Bourke Street Mall (North),Bou292_T
2009,7,28,17,14020,Collins Place (South),Col15_T
2009,7,29,4,34968,Town Hall (West),Swa123_T
2009,7,29,3,27807,Melbourne Central,Swa295_T
2009,7,29,2,27029,Bourke Street Mall (South),Bou283_T
2009,7,29,6,26617,Flinders Street Station Underpass,FliS_T
2009,7,29,13,24889,Flagstaff Station,Wil277_T
2009,7,29,5,24479,Princes Bridge,PriNW_T
2009,7,29,15,19980,State Library,QV_T
2009,7,29,1,18305,Bourke Street Mall (North),Bou292_T
2009,7,29,16,17499,Australia on Collins,Col270_T
2009,7,29,17,14163,Collins Place (South),Col15_T
2009,7,30,4,36214,Town Hall (West),Swa123_T
2009,7,30,2,29488,Bourke Street Mall (South),Bou283_T
2009,7,30,13,26477,Flagstaff Station,Wil277_T
2009,7,30,3,25839,Melbourne Central,Swa295_T
2009,7,30,6,25658,Flinders Street Station Underpass,FliS_T
2009,7,30,5,22597,Princes Bridge,PriNW_T
2009,7,30,15,18323,State Library,QV_T
2009,7,30,1,18257,Bourke Street Mall (North),Bou292_T
2009,7,30,16,17665,Australia on Collins,Col270_T
2009,7,30,17,14733,Collins Place (South),Col15_T
2009,7,31,4,42963,Town Hall (West),Swa123_T
2009,7,31,2,37450,Bourke Street Mall (South),Bou283_T
2009,7,31,3,34306,Melbourne Central,Swa295_T
2009,7,31,6,29732,Flinders Street Station Underpass,FliS_T
2009,7,31,5,27247,Princes Bridge,PriNW_T
2009,7,31,1,26332,Bourke Street Mall (North),Bou292_T
2009,7,31,13,23170,Flagstaff Station,Wil277_T
2009,7,31,15,21830,State Library,QV_T
2009,7,31,16,21679,Australia on Collins,Col270_T
2009,7,31,17,14325,Collins Place (South),Col15_T
2009,8,1,4,37099,Town Hall (West),Swa123_T
2009,8,1,2,29815,Bourke Street Mall (South),Bou283_T
2009,8,1,3,29304,Melbourne Central,Swa295_T
2009,8,1,5,23994,Princes Bridge,PriNW_T
2009,8,1,1,19738,Bourke Street Mall (North),Bou292_T
2009,8,1,6,18370,Flinders Street Station Underpass,FliS_T
2009,8,1,15,16370,State Library,QV_T
2009,8,1,16,14321,Australia on Collins,Col270_T
2009,8,1,14,7135,Sandridge Bridge,SanBri_T
2009,8,1,12,5537,New Quay,NewQ_T
2009,8,2,4,29464,Town Hall (West),Swa123_T
2009,8,2,3,23167,Melbourne Central,Swa295_T
2009,8,2,2,22753,Bourke Street Mall (South),Bou283_T
2009,8,2,5,21474,Princes Bridge,PriNW_T
